User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
Anis Raza,5.0 out of 5 stars,A deal with no regrets.,Reviewed in India on 15 February 2020,"<span>Redmi Note 8Pro (6GB-64GB) @14999 INR is good deal.<br>I'll try to cover all main highlights only;<br>1-Camera: The Optimization (AI) works Quite well, No need to tap or set the level or brightness at the time of capturing. 64 MP capture lot of details. 1x , 2X , 0.6X wide angle shots Has been uploaded for reference. (*night mode is really suck)<br>2- Performance- It's works good for multi-Tasking or High end games like PUBG Mobile or Call of duty Mobile.<br>(*Sometimes hangs while multitasking and Pops thats this app is not working)<br>3- Battery- Stands all day in a single charge with heavy use. (on high brightness).<br>4- Build Quality- Not handy but these size is normal these days, Weight 200 gm is enough and little bit disappointing.<br>Glass on back with curve design is good and colour is really impressive even in sunlight. It attracts.</span>",
dhananjay kulkarni,3.0 out of 5 stars,Music & Radio lovers don't buy this.,Reviewed in India on 21 January 2020,<span>If your a music lover and loves then don't go for this device. its equaliser literally s... earlier i used Samsung A6+ i listen lot of music and radio over my phone. i never had radio network issue with my Samsung device. but this device doesn't catch proper signal over radio.<br><br>pros:- 1. camera good for value. 2. Gaming performance good. 3. nice built quality. 4. looks premium.<br><br>Cons:- 1. music equaliser worst. 2. Radio tunning issue. 3. camera night mode has lot of iso noise. 4. battery life is just average. 5. high weight. 6. ips lcd pannel.</span>,
Mouttou,4.0 out of 5 stars,Vibrate mode is not working,Reviewed in India on 10 February 2020,"<span>Vibrate mode is not working and initially, i thought i have not done the right settings but looks like it is bug in the product as per the portals. Unfortunately, I acted slow and the return time is over but without options of vibrating this handest is NEXT to nonsense. So make sure that this not happening to other buyers and as a precaution test if at all you have bought before those returnable dates.</span>",One person found this helpful
Sreekanth,5.0 out of 5 stars,Good side and bad side,Reviewed in India on 10 November 2019,<span>No issues till now. 100% worth.<br>Camera quality is good.<br>Display also good.<br>Notification led provided.<br>Gaming experience also good.<br>At low network facing heating issue.<br>While in sun camera getting too hot and facing overheating. And that time battery drain fast.</span>,2 people found this helpful
shiljo safal,5.0 out of 5 stars,Beast,Reviewed in India on 14 January 2020,<span>Best phone under this price range....<br>Their are heating issue which i think is after a heavy usage...<br>Mediatek chip which defines the heating issue... But with liquid cooling it keeps it under control....<br>Camera is pretty decent but..<br>obviously the advertisement and other promotion just makes it too spectacular which is not the case...<br>You cant judge it untill you try it... As i compared which my frnds one plus device note 8 pro got much better quality pictures in certain areas...<br>Overall its a beast under this price range...<br>I wouldn't even think of realme X2 instead of this ... As the performance much better in note 8 pro.... And other than that the price is much better .... In the price which i got 6gb 128gb ... My friend added 1000 more to get 6gb 64gb varient...</span>,
Rajdeep S.,5.0 out of 5 stars,Loving it !,Reviewed in India on 17 November 2019,<span>I upgraded from note 4 so changes are definitely noticeable<br><br>1.) Yes there are some features which xiaomi should have implemented.But overall this device has an edge over competitors<br><br>2.)Camera is good but ppi is low which makes photos look average and xiaomi intentionally hold back there cameras using software to help their flagships but i am not a camera guy so i am fine with it.<br><br>3.) Can handle basically any game and few large apps at a time. I haven't played much games thou<br><br>4.) MIUI !!! ads can be disabled and nobody uses mi browser or bloat apps anyway.<br><br>5.) Battery and fast charge are excellent(20w vooc is little better)<br><br>6.) Amoled is missing but IR blaster is more helpful than vibrant colors.<br><br>7.) Back fingerprint reader is faster than in-display in this range.<br><br>overall a great experience</span>,
Rohi,5.0 out of 5 stars,Brilliant Phone and an even better Amazon Customer experience,Reviewed in India on 21 January 2020,<span>I am soo happy with the deal provided by Amazon...got it during the Republic day sale. I got an exchange offer worth 7800 INR for my old phone which costed 10999 INR a year ago.<br><br>The Redmi note 8 pro is undoubtedly one of the best Redmi phones Ive had so far...with a true value for money....plus amazons same day delivery was a value add....Ive summarised my perceptions...<br><br>Wow Factors:<br>Battery life...Screen size... super fast processor...6GB RAM .. 128 GB ROM.. built-in Alexa..front cam..and the IR blaster<br><br>Disappointing factors (altho not many)<br>Rear Camera low light clarity...Weight...No headsetat this price (Whyyy???)..no screen guard..too many preloaded apps (irritating...tho u can uninstall them)<br><br>Overall... Excellent Phone ...at this price point.</span>,
Vinoth v.,5.0 out of 5 stars,Great phone at this Price Range,Reviewed in India on 24 December 2019,"<span>Phone design and look is wonderful. Back glass in Green gives a great look and i really loved it.<br>Rear camera is really great. Dark mode is a extra good thing to note. No heating issues in this 3 days of using. Battery is good. Takes 2 hrs to complete 1 to100% . Memory and RAM is great advantage at this price segment.<br><br>Cons found as per my view is<br>Autio output for music have little echo and over bass<br>Even after turning bass level to 0, bass sound is heard.<br>Auto brightness doesn't seems right. Even for  a little shadow the brightness level get much down.<br>Front camera quality is not great. Brightness exposure is little high.<br><br>Overall its a great phone at this price level. Go for it. Same Memory and RAM variants price are higher in other brands.</span>",
Av,1.0 out of 5 stars,Worst battery backup.  Dont go for thid,Reviewed in India on 15 November 2019,<span>Dont go for this.  Battery drains so fast with basic whats app operations.  Forget gaming..  it is bad battery maintainance</span>,3 people found this helpful
Logan K.,5.0 out of 5 stars,"Couldnt use the phone in the US, didnt support their network,mbl data speed is very slow",Reviewed in India on 1 July 2020,"<span>I have ordered the product after several feedbacks from friends and extremely happy about the product.<br>but i have ordered to gift to my sister,to use in the US, but problem started when they started using it,the mobile data speed was extremely slow,when checked with the service provider, they have told this was designed to work in india and not compatible with US networks...was highly disappointed but however works well with wifi, no issues with the phone,camera,battery,speed and the color was a top notch.will definitely recommend the product for others.</span>",
Apoorva Varma,1.0 out of 5 stars,"Purchased on 16 June 2020, and touch sometimes work, sometimes not",Reviewed in India on 21 June 2020,"<span>This was a gift from to birthday of my brother.,<br>he informed that phone restarts itself, hangs and poor cam quality.<br><br>This product ruined his birthday and he spent a lot on tempered cover, back cover and now we have initiated the return/refund process.<br><br>Very worst expericne, we never complained Xiaomi ever, this experience is worst.<br><br>Returning the product for refund.<br><br>Very Sad.</span>",One person found this helpful
BC Sharma,2.0 out of 5 stars,A very bad experience from such a expensive phone,Reviewed in India on 29 December 2019,"<span>Disappointed from this Xiaomi phone. The Proximity sensor is not working so the phone is lying at Service Center from about 10 days within the 25 days of purchase. The OTPs are also not receiving in this phone, Customer care, Service Center are also found helpless on this issue. They are only giving some hope that ALL IS WELL but in fact NOTHING IS WELL.<br>A very bad experience from such a expensive phone.</span>",
